Date,ndvi,savi,ndre,District Name,PRECTOTCORR,TS,T2M_MAX,T2M_MIN,ALLSKY_SFC_PAR_TOT
2022-09-11,0.6772,0.4746,0.4888,Fatehabad,1.41,33.4,37.98,26.85,-999.0
2022-09-18,0.7095,0.517,0.5065,Fatehabad,0.0,33.44,39.05,25.66,-999.0
2022-09-25,0.6040000000000001,0.4285,0.4275,Fatehabad,2.09,28.28,33.07,24.24,-999.0
2022-10-02,0.7655000000000001,0.533,0.47900000000000004,Fatehabad,0.0,29.01,36.91,22.9,-999.0
2022-10-09,0.72275,0.49775,0.43775,Fatehabad,2.8,25.52,31.14,19.44,-999.0
2022-10-16,0.585,0.39975,0.33299999999999996,Fatehabad,0.0,25.33,34.71,17.9,-999.0
2022-10-23,0.5447500000000001,0.36225,0.30575,Fatehabad,0.0,22.89,32.56,17.55,-999.0
2022-10-30,0.4121666666666666,0.2775,0.24083333333333334,Fatehabad,0.0,22.91,33.59,16.64,-999.0
2022-11-06,0.1834,0.13040000000000002,0.10400000000000001,Fatehabad,0.12,23.74,31.83,17.55,-999.0
2022-11-13,0.17600000000000002,0.10033333333333333,0.10533333333333333,Fatehabad,0.0,19.63,28.68,14.8,-999.0
2022-11-20,0.1702,0.09519999999999999,0.1014,Fatehabad,-999.0,-999.0,-999.0,-999.0,-999.0
2022-11-27,0.247,0.1315,0.15925,Fatehabad,0.0,16.58,26.78,13.11,-999.0
2022-12-04,0.27416666666666667,0.148,0.18333333333333335,Fatehabad,0.0,16.33,26.42,13.21,-999.0
2018-12-16,0.5435,0.352,0.391,Gurgaon,0.0,12.32,22.53,5.79,61.23
2018-12-23,0.5035000000000001,0.33599999999999997,0.36724999999999997,Gurgaon,0.0,11.09,22.08,6.04,46.35
2018-12-30,0.56475,0.37925,0.41775,Gurgaon,0.0,11.04,23.19,7.47,55.33
2019-01-06,0.43762500000000004,0.301375,0.32037499999999997,Gurgaon,1.43,11.93,19.18,8.09,30.45
2019-01-13,0.641,0.43333333333333335,0.4723333333333333,Gurgaon,0.0,13.3,22.08,7.94,41.2
2019-01-20,0.52,0.3585,0.3705,Gurgaon,0.0,16.84,28.1,12.04,64.24
2019-01-27,0.4305,0.30825,0.32175,Gurgaon,0.0,8.58,16.6,2.65,56.15
2019-02-03,0.678,0.47,0.488,Gurgaon,0.0,12.37,21.87,4.98,43.27
2019-02-10,0.6371666666666667,0.4286666666666667,0.47433333333333333,Gurgaon,0.0,11.74,21.38,4.6,66.19
2019-02-17,,,,Gurgaon,0.0,14.69,23.83,7.05,74.77
2019-02-24,0.523,0.3438,0.3826,Gurgaon,0.0,16.75,27.01,9.4,90.12
2019-03-03,0.59175,0.38,0.43825000000000003,Gurgaon,0.29,16.44,24.41,9.87,67.16
2019-03-10,0.5840000000000001,0.35975,0.43175,Gurgaon,0.0,19.42,27.96,10.72,108.58
2019-03-17,0.4958571428571429,0.3112857142857143,0.3535714285714286,Gurgaon,0.0,21.9,30.28,13.37,107.55
2019-03-24,0.34,0.211,0.22233333333333336,Gurgaon,0.0,26.18,35.28,14.89,116.84
2019-03-31,0.37366666666666665,0.22799999999999998,0.24916666666666668,Gurgaon,0.0,28.5,37.55,20.7,120.56
2019-04-07,0.21,0.13475,0.13525,Gurgaon,0.0,32.3,39.7,25.85,103.62
2019-04-14,0.17975,0.118,0.10175000000000001,Gurgaon,0.0,34.12,40.92,23.94,128.79
2019-04-21,0.1574,0.1056,0.1008,Gurgaon,0.0,30.33,38.23,21.11,125.84
2019-04-28,0.14150000000000001,0.09425,0.08375,Gurgaon,0.0,34.4,42.74,25.01,135.82
2019-05-05,0.158625,0.10975,0.109875,Gurgaon,0.0,33.27,41.23,22.73,144.07
2019-05-12,0.1355,0.0945,0.07875,Gurgaon,0.0,36.48,41.04,26.99,106.83
2019-05-19,0.0975,0.069,0.0475,Gurgaon,0.0,32.7,38.23,23.62,140.42
2019-05-26,0.13214285714285715,0.09385714285714286,0.07371428571428572,Gurgaon,0.0,36.17,41.81,25.37,146.55
2019-06-02,0.14875,0.10675,0.09325,Gurgaon,0.0,41.94,46.67,32.43,136.64
2019-06-09,0.12775,0.088625,0.071375,Gurgaon,0.0,41.17,47.23,31.64,140.3
2019-06-16,0.14200000000000002,0.102,0.08775,Gurgaon,0.63,37.96,40.17,30.98,82.44
2019-06-23,0.137,0.103,0.064,Gurgaon,0.0,40.08,42.84,29.3,132.19
2019-06-30,0.12716666666666668,0.08916666666666667,0.06083333333333333,Gurgaon,0.3,41.2,45.55,32.58,116.28
2019-07-07,,,,Gurgaon,2.45,35.85,38.55,29.76,100.55
2019-07-14,0.15066666666666667,0.10833333333333334,0.07966666666666666,Gurgaon,0.04,37.47,41.4,29.55,108.91
2019-07-21,0.148,0.092,0.067,Gurgaon,11.87,33.49,36.65,28.19,94.27
2019-07-28,,,,Gurgaon,3.1,31.05,34.95,26.4,96.45
2019-08-04,,,,Gurgaon,8.53,30.87,33.55,26.98,75.1
2019-08-11,0.43533333333333335,0.287,0.2683333333333333,Gurgaon,0.01,32.25,36.38,26.39,116.77
2019-08-18,,,,Gurgaon,13.93,27.9,31.67,25.16,59.52
2019-08-25,0.49275,0.33099999999999996,0.3195,Gurgaon,18.35,28.59,31.08,25.79,65.58
2019-09-01,0.3675,0.23950000000000002,0.23399999999999999,Gurgaon,6.96,30.62,34.45,27.03,67.5
2019-09-08,0.294,0.208,0.196,Gurgaon,8.01,29.76,32.58,26.61,103.05
2019-09-15,0.196,0.142,0.14,Gurgaon,4.74,30.87,35.26,25.47,72.29
2019-09-22,0.25233333333333335,0.17033333333333334,0.15933333333333333,Gurgaon,16.17,28.37,32.66,23.81,56.92
2019-09-29,,,,Gurgaon,3.16,27.47,31.14,23.52,61.75
2019-10-06,0.25175000000000003,0.166,0.15925,Gurgaon,0.0,26.29,32.06,20.47,98.79
2019-10-13,0.3024,0.17880000000000001,0.18639999999999998,Gurgaon,0.0,26.67,33.84,20.63,83.27
2019-10-20,0.2575,0.16075,0.1615,Gurgaon,0.0,24.88,32.82,18.03,72.25
2019-10-27,0.20775,0.135,0.138,Gurgaon,0.0,23.37,31.59,17.24,66.77
2019-11-03,0.17049999999999998,0.11149999999999999,0.10550000000000001,Gurgaon,1.6,23.46,30.58,18.49,32.14
2019-11-10,0.193,0.114,0.125,Gurgaon,0.0,21.38,29.24,14.41,58.34
2019-11-17,0.216,0.13749999999999998,0.14366666666666666,Gurgaon,0.0,21.05,29.43,14.89,71.77
2019-11-24,,,,Gurgaon,0.0,20.55,26.06,15.77,49.41
2019-12-01,0.33125,0.20550000000000002,0.2315,Gurgaon,0.0,16.51,25.09,10.05,48.45
2019-12-08,,,,Gurgaon,0.0,15.44,24.19,11.96,42.76
2019-12-15,,,,Gurgaon,0.0,12.51,19.55,6.74,44.12
2019-12-22,0.394,0.268,0.278,Gurgaon,0.0,11.61,20.24,5.53,33.9
2019-12-29,,,,Gurgaon,0.0,6.5,16.82,0.09,26.59
2020-01-05,0.4485,0.297,0.32525,Gurgaon,0.0,12.31,21.89,8.29,51.11
2020-01-12,0.57425,0.378,0.436,Gurgaon,0.0,11.76,23.26,6.19,65.83
2020-01-19,0.49466666666666664,0.3363333333333333,0.36566666666666664,Gurgaon,0.0,10.94,19.72,4.65,52.21
2020-01-26,0.6012500000000001,0.39575,0.4545,Gurgaon,0.0,14.13,24.4,9.43,70.74
2020-02-02,0.6092500000000001,0.40625,0.46950000000000003,Gurgaon,0.0,11.22,20.85,4.4,73.43
2020-02-09,0.49912500000000004,0.355125,0.380375,Gurgaon,0.0,12.73,23.42,6.39,75.28
2020-02-16,0.609,0.41025,0.45775,Gurgaon,0.0,17.05,29.48,8.26,94.73
2020-02-23,0.519,0.3875,0.41300000000000003,Gurgaon,0.0,19.34,26.68,12.41,61.75
2020-03-01,0.47528571428571426,0.31542857142857145,0.33914285714285713,Gurgaon,0.53,21.91,28.58,14.44,91.74
2020-03-08,0.4683333333333333,0.31066666666666665,0.321,Gurgaon,0.0,18.2,26.4,10.76,102.9
2020-03-15,0.42539999999999994,0.2798,0.2812,Gurgaon,2.08,17.78,24.25,9.65,100.82
2020-03-22,,,,Gurgaon,0.0,24.57,32.98,17.62,115.45
2020-03-29,0.39075,0.238,0.22975,Gurgaon,0.0,23.38,31.45,14.32,127.36
2020-04-05,0.292375,0.185,0.18575,Gurgaon,0.0,27.19,35.44,18.23,125.02
2020-04-12,0.20350000000000001,0.14150000000000001,0.14550000000000002,Gurgaon,0.0,31.02,38.59,20.8,131.87
2020-04-19,0.21933333333333335,0.14866666666666667,0.14633333333333334,Gurgaon,1.55,30.94,36.65,22.72,122.33
2020-04-26,0.21025,0.136,0.12825,Gurgaon,9.2,31.27,37.78,24.28,81.12
2020-05-03,0.181,0.11875000000000001,0.11125,Gurgaon,12.1,32.45,39.62,24.05,79.55
2020-05-10,0.1625,0.1095,0.10416666666666667,Gurgaon,2.75,34.87,42.03,25.91,68.38
2020-05-17,0.1555,0.10300000000000001,0.0885,Gurgaon,0.0,36.87,42.67,26.18,125.12
2020-05-24,0.15925,0.109,0.08650000000000001,Gurgaon,0.0,40.42,45.9,29.88,140.05
2020-05-31,0.098,0.0665,0.0465,Gurgaon,7.3,32.48,35.55,24.95,98.8
2020-06-07,0.178,0.11750000000000001,0.09425,Gurgaon,3.58,34.57,37.42,27.9,118.83
2020-06-14,0.17533333333333334,0.11866666666666668,0.10016666666666667,Gurgaon,0.02,40.08,42.76,31.23,112.07
2020-06-21,0.187,0.12925,0.12325,Gurgaon,0.32,39.76,42.49,29.65,129.69
2020-06-28,0.211,0.149,0.1265,Gurgaon,0.0,38.57,42.44,31.23,120.99
2020-07-05,0.22625,0.15875,0.134,Gurgaon,13.56,32.8,33.75,30.05,102.93
2020-07-12,,,,Gurgaon,1.07,33.93,34.93,29.94,107.41
2020-07-19,0.29800000000000004,0.214,0.18275,Gurgaon,11.24,33.43,36.74,29.44,77.33
2020-07-26,,,,Gurgaon,1.51,34.15,37.73,26.69,121.87
2020-08-02,0.4685,0.3155,0.307,Gurgaon,5.24,33.96,37.63,27.92,121.41
2020-08-09,,,,Gurgaon,3.77,33.69,36.59,28.35,76.34
2020-08-16,,,,Gurgaon,1.09,31.83,35.59,26.48,97.37
2020-08-23,0.163,0.116,0.114,Gurgaon,0.67,29.11,33.23,24.9,95.55
2020-08-30,,,,Gurgaon,2.49,28.3,31.44,25.33,68.72
2020-09-06,0.38425,0.239,0.25625,Gurgaon,1.25,29.78,33.26,25.35,107.3
2020-09-13,0.50925,0.32925,0.3365,Gurgaon,0.0,30.13,36.41,25.45,98.1
2020-09-20,0.5104,0.32,0.32480000000000003,Gurgaon,0.0,30.76,36.96,24.73,101.33
2020-09-27,0.317125,0.205,0.20149999999999998,Gurgaon,0.01,30.65,36.35,23.74,105.19
2020-10-04,0.34475,0.22175,0.23325,Gurgaon,0.0,26.78,36.29,21.47,104.97
2020-10-11,0.27,0.17266666666666666,0.18866666666666665,Gurgaon,0.0,26.8,36.19,19.53,91.12
2020-10-18,0.23225,0.1455,0.16125,Gurgaon,0.0,27.24,35.96,20.83,74.36
2020-10-25,0.22875,0.14550000000000002,0.15025,Gurgaon,0.0,24.33,34.48,18.52,70.88
2020-11-01,0.2225,0.14250000000000002,0.156,Gurgaon,0.0,20.19,29.91,13.19,69.55
2020-11-08,0.16266666666666665,0.11166666666666668,0.11733333333333333,Gurgaon,0.0,20.47,31.43,16.4,43.27
2020-11-15,0.12385714285714286,0.08442857142857142,0.07571428571428572,Gurgaon,4.75,22.35,29.41,16.09,50.91
2020-11-22,0.3115,0.1925,0.2175,Gurgaon,0.0,16.12,25.3,9.4,65.31
2020-11-29,,,,Gurgaon,0.0,16.26,27.15,8.33,69.57
2020-12-06,0.332,0.217,0.23299999999999998,Gurgaon,0.0,20.25,30.01,13.56,62.2
2020-12-13,0.34125,0.2215,0.2375,Gurgaon,0.0,16.16,22.67,10.62,49.09
2020-12-20,0.48225,0.31475,0.3525,Gurgaon,0.0,14.3,23.51,6.47,61.28
2020-12-27,0.4795,0.31775000000000003,0.3705,Gurgaon,0.0,15.09,24.28,9.48,50.43
2021-01-03,0.5385,0.3765,0.4135,Gurgaon,12.87,14.73,20.51,11.61,14.84
2021-01-10,,,,Gurgaon,0.0,12.29,18.22,7.4,53.84
2021-01-17,0.1795,0.122,0.132,Gurgaon,0.0,10.19,18.64,5.15,30.97
2021-01-24,0.358,0.254,0.265,Gurgaon,0.0,11.14,19.39,5.52,31.35
2021-01-31,0.581,0.383,0.42333333333333334,Gurgaon,0.0,12.75,24.9,7.45,79.02
2021-02-07,0.368,0.2695,0.29200000000000004,Gurgaon,0.0,13.93,23.73,6.87,84.18
2021-02-14,0.5688,0.3738,0.417,Gurgaon,0.0,17.84,28.55,11.7,74.8
2021-02-21,0.49,0.3175,0.35975,Gurgaon,0.0,18.67,30.3,10.79,85.52
2021-02-28,0.531125,0.341125,0.390375,Gurgaon,0.0,23.51,32.66,14.81,97.27
2021-03-07,0.52425,0.3285,0.38775,Gurgaon,0.0,26.67,37.42,16.27,104.02
2021-03-14,0.48375,0.299,0.3275,Gurgaon,0.0,26.2,33.58,18.01,108.0
2021-03-21,0.342,0.214,0.22814285714285715,Gurgaon,0.0,28.88,37.26,20.87,108.12
2021-03-28,0.2375,0.1595,0.16,Gurgaon,0.0,29.81,39.53,20.22,113.47
2021-04-04,0.208375,0.14450000000000002,0.137125,Gurgaon,0.0,28.65,39.19,17.59,128.36
2021-04-11,0.19025,0.1325,0.12925,Gurgaon,0.0,30.76,39.78,19.39,128.66
2021-04-18,0.16025,0.11475,0.107,Gurgaon,0.0,31.27,38.16,21.17,129.33
2021-04-25,0.164875,0.11475,0.109875,Gurgaon,0.0,30.22,38.98,18.63,133.92
2021-05-02,0.14025,0.09575,0.07775,Gurgaon,0.01,35.16,40.1,27.73,98.34
2021-05-09,0.13725,0.095,0.07925,Gurgaon,0.04,36.4,40.9,25.3,104.26
2021-05-16,0.132,0.09125,0.07475,Gurgaon,0.0,37.65,41.57,26.57,132.79
2021-05-23,,,,Gurgaon,0.0,30.6,35.39,23.59,118.48
2021-05-30,0.192,0.12925,0.109125,Gurgaon,0.15,34.6,40.05,25.48,130.63
2021-06-06,0.19166666666666665,0.13533333333333333,0.12866666666666668,Gurgaon,0.07,35.13,38.68,26.84,138.7
2021-06-13,0.1522,0.1078,0.083,Gurgaon,2.1,34.53,37.22,27.09,108.8
2021-06-20,0.2545,0.1845,0.1555,Gurgaon,0.49,33.79,36.64,25.24,92.83
2021-06-27,0.249,0.17733333333333334,0.17700000000000002,Gurgaon,0.04,36.9,40.81,27.25,114.96
2021-07-04,0.297,0.20400000000000001,0.19225,Gurgaon,0.02,37.15,40.72,29.01,127.77
2021-07-11,0.201,0.15,0.119,Gurgaon,3.7,35.22,38.24,30.29,96.94
2021-07-18,,,,Gurgaon,43.1,32.76,37.48,28.64,57.68
2021-07-25,,,,Gurgaon,0.01,32.22,35.98,27.72,117.99
2021-08-01,,,,Gurgaon,22.87,29.59,32.69,26.06,64.6
2021-08-08,,,,Gurgaon,2.69,28.24,30.74,25.53,51.22
2021-08-15,0.513,0.349,0.3425,Gurgaon,0.0,29.51,34.3,24.44,121.94
2021-08-22,0.5245,0.35675,0.34875,Gurgaon,1.5,28.67,32.33,25.61,80.69
2021-08-29,0.434,0.303,0.294,Gurgaon,0.02,29.56,33.76,25.02,74.77
2021-09-05,,,,Gurgaon,3.69,28.65,31.63,25.73,105.04
2021-09-12,0.562,0.334,0.37,Gurgaon,11.63,25.96,28.23,24.79,93.3
2021-09-19,,,,Gurgaon,0.05,27.72,31.17,24.54,108.92
2021-09-26,,,,Gurgaon,1.47,27.4,31.0,23.73,77.76
2021-10-03,0.323,0.143,0.178,Gurgaon,0.11,28.3,33.37,23.92,100.45
2021-10-10,0.41200000000000003,0.2445,0.24475000000000002,Gurgaon,0.0,26.3,34.97,21.44,100.71
2021-10-17,0.358375,0.215625,0.22175,Gurgaon,18.18,25.23,30.05,21.94,41.3
2021-10-24,0.3745,0.2215,0.24225,Gurgaon,14.22,22.6,28.62,17.62,70.5
2021-10-31,0.320125,0.1935,0.21,Gurgaon,0.0,19.61,29.57,13.75,78.98
2021-11-07,,,,Gurgaon,0.0,18.92,28.4,14.65,56.86
2021-11-14,0.1805,0.124,0.131,Gurgaon,0.0,16.37,26.9,13.31,55.11
2021-11-21,0.22160000000000002,0.14679999999999999,0.153,Gurgaon,0.0,16.98,26.6,11.14,61.09
2021-11-28,0.38275000000000003,0.246,0.25975,Gurgaon,0.0,16.58,25.61,10.35,60.82
2021-12-05,,,,Gurgaon,0.03,17.65,26.08,11.5,43.92
2021-12-12,0.44775,0.29525,0.3215,Gurgaon,0.0,13.73,22.47,10.06,56.29
2021-12-19,0.2975,0.198,0.21450000000000002,Gurgaon,0.0,7.9,18.86,1.65,64.25
2021-12-26,0.465875,0.317375,0.33925,Gurgaon,0.59,13.52,20.03,9.1,27.16
2022-01-02,0.376,0.24,0.274,Gurgaon,0.0,12.03,21.82,9.04,49.4
2022-01-09,,,,Gurgaon,4.3,13.73,18.76,9.48,21.14
2022-01-16,,,,Gurgaon,0.0,10.94,18.44,5.95,40.74
2022-01-23,,,,Gurgaon,4.1,11.89,17.51,8.46,24.89
2022-01-30,0.599,0.38725,0.41550000000000004,Gurgaon,0.0,12.22,23.27,5.52,80.72
2022-02-06,,,,Gurgaon,0.0,12.43,23.68,5.32,82.6
2022-02-13,0.566125,0.368,0.37975000000000003,Gurgaon,0.0,14.33,25.33,7.86,90.06
2022-02-20,0.55575,0.36025,0.38025,Gurgaon,0.0,15.94,26.25,9.14,90.82
2022-02-27,0.504,0.365,0.3365,Gurgaon,0.0,17.96,26.37,11.01,88.9
2022-03-06,0.56325,0.355,0.36724999999999997,Gurgaon,0.0,20.39,30.14,13.76,-999.0
2022-03-13,0.39925,0.267,0.2575,Gurgaon,0.0,25.22,35.77,17.21,-999.0
2022-03-20,0.41825,0.264625,0.26325,Gurgaon,0.0,30.07,40.72,21.0,-999.0
2022-03-27,0.34625,0.2215,0.20900000000000002,Gurgaon,0.0,28.37,40.24,18.47,-999.0
2022-04-03,0.2895,0.194,0.1905,Gurgaon,0.0,30.52,43.01,20.19,-999.0
2022-04-10,0.243375,0.16649999999999998,0.16275,Gurgaon,0.0,34.12,44.19,23.41,-999.0
2022-04-17,0.213,0.151,0.1365,Gurgaon,0.0,34.96,42.68,21.91,-999.0
2022-04-24,0.1975,0.139125,0.126125,Gurgaon,0.0,33.63,41.52,24.1,-999.0
2022-05-01,0.196,0.13474999999999998,0.1225,Gurgaon,0.0,39.26,45.56,29.87,-999.0
2022-05-08,0.18225,0.12575,0.10250000000000001,Gurgaon,0.0,35.85,42.11,25.73,-999.0
2022-05-15,0.221875,0.150125,0.136,Gurgaon,0.0,39.36,47.57,29.69,-999.0
2022-05-22,0.1975,0.1445,0.13075,Gurgaon,0.0,38.02,42.81,27.24,-999.0
2022-05-29,0.19242857142857142,0.13757142857142857,0.11657142857142858,Gurgaon,0.0,38.38,44.68,27.6,-999.0
2022-06-05,0.2585,0.1745,0.1795,Gurgaon,0.0,40.37,45.69,30.89,-999.0
2022-06-12,0.15725,0.121,0.10775,Gurgaon,0.0,40.36,45.27,30.36,-999.0
2022-06-19,,,,Gurgaon,4.77,32.76,34.77,27.01,-999.0
2022-06-26,0.26825,0.184,0.15475,Gurgaon,0.0,36.88,41.63,27.69,-999.0
2022-07-03,,,,Gurgaon,6.1,31.94,35.24,26.9,-999.0
2022-07-10,0.28500000000000003,0.201,0.194,Gurgaon,7.5,31.91,35.32,26.83,-999.0
2022-07-17,,,,Gurgaon,0.79,34.07,37.86,26.69,-999.0
2022-07-24,0.324,0.2265,0.1955,Gurgaon,0.44,31.88,36.11,26.22,-999.0
2022-07-31,,,,Gurgaon,6.38,29.68,32.62,25.65,-999.0
2022-08-07,,,,Gurgaon,9.4,29.48,31.99,26.54,-999.0
2022-08-14,,,,Gurgaon,6.87,31.12,35.25,26.43,-999.0
2022-08-21,,,,Gurgaon,0.14,32.06,37.12,26.26,-999.0
2022-08-28,0.49775,0.33325,0.33225,Gurgaon,1.51,31.24,35.26,25.2,-999.0
2022-09-04,0.51,0.328,0.307,Gurgaon,0.07,32.83,38.32,25.91,-999.0
2022-09-11,0.43325,0.2885,0.3065,Gurgaon,3.86,30.16,33.56,26.91,-999.0
2022-09-18,,,,Gurgaon,0.28,31.82,37.11,24.91,-999.0
2022-09-25,,,,Gurgaon,0.29,29.26,34.45,23.3,-999.0
2022-10-02,0.44933333333333336,0.2771666666666667,0.27216666666666667,Gurgaon,0.07,29.27,36.54,23.58,-999.0
2022-10-09,,,,Gurgaon,84.31,24.05,28.26,20.65,-999.0
2022-10-16,0.39825,0.23525000000000001,0.24625,Gurgaon,0.0,23.57,31.15,19.4,-999.0
2022-10-23,0.39775,0.2265,0.24775,Gurgaon,0.02,21.56,29.94,16.99,-999.0
2022-10-30,0.364,0.20575,0.23325,Gurgaon,0.0,21.15,30.72,17.8,-999.0
2022-11-06,0.252,0.16075,0.15425,Gurgaon,0.07,22.45,29.63,17.49,-999.0
2022-11-13,0.26,0.14975,0.14675,Gurgaon,0.0,18.69,27.35,13.35,-999.0
2022-11-20,0.295,0.18225,0.193,Gurgaon,-999.0,-999.0,-999.0,-999.0,-999.0
2022-11-27,0.35450000000000004,0.213,0.2315,Gurgaon,0.0,15.92,27.09,12.29,-999.0
2022-12-04,0.36366666666666664,0.227,0.23399999999999999,Gurgaon,0.0,15.99,25.36,11.96,-999.0
2018-12-16,0.3075,0.19775,0.20700000000000002,Hisar,0.0,11.33,22.15,5.16,65.34
2018-12-23,0.305,0.2,0.217,Hisar,0.0,9.81,21.19,3.79,40.85
2018-12-30,0.31883333333333336,0.206,0.21916666666666665,Hisar,0.0,10.5,22.44,4.55,58.65
2019-01-06,0.35550000000000004,0.2235,0.227,Hisar,2.85,11.76,18.3,7.98,49.04
2019-01-13,0.36033333333333334,0.24766666666666667,0.24433333333333332,Hisar,0.18,13.23,21.31,7.89,49.55
2019-01-20,,,,Hisar,0.0,15.31,24.75,10.91,51.22
2019-01-27,0.5796666666666667,0.39766666666666667,0.41133333333333333,Hisar,0.0,9.38,18.46,2.63,67.02
2019-02-03,0.708,0.479,0.5225,Hisar,0.0,11.73,21.97,4.5,54.49
2019-02-10,0.6316666666666667,0.428,0.454,Hisar,0.0,12.57,21.68,6.8,70.45
2019-02-17,0.6635,0.45599999999999996,0.508,Hisar,0.0,14.55,23.84,6.37,74.8
2019-02-24,0.5895,0.41625,0.439,Hisar,0.0,15.65,25.44,8.9,96.48
2019-03-03,0.68425,0.47725,0.50525,Hisar,0.7,16.42,24.6,9.2,65.89
2019-03-10,0.6874,0.4798,0.5158,Hisar,0.0,18.51,27.54,10.72,108.11
2019-03-17,,,,Hisar,0.0,20.75,30.0,10.65,109.58
2019-03-24,0.6415714285714286,0.43385714285714283,0.4754285714285714,Hisar,0.0,24.4,32.1,15.02,96.48
2019-03-31,0.5478333333333333,0.36366666666666664,0.3893333333333333,Hisar,0.08,27.98,37.19,17.84,128.74
2019-04-07,0.43,0.27199999999999996,0.283,Hisar,0.0,31.88,38.9,22.51,110.21
2019-04-14,0.29,0.18499999999999997,0.17466666666666666,Hisar,0.0,33.36,40.01,23.65,120.66
2019-04-21,0.20083333333333334,0.12983333333333333,0.10816666666666667,Hisar,0.0,31.08,39.08,22.92,131.59
2019-04-28,0.16475,0.11475,0.09275,Hisar,0.0,34.87,42.8,24.16,135.38
2019-05-05,0.1668333333333333,0.12233333333333334,0.08933333333333333,Hisar,0.0,34.12,42.12,24.18,139.52
2019-05-12,0.14024999999999999,0.10175000000000001,0.08125,Hisar,0.0,35.4,40.63,24.56,123.9
2019-05-19,0.11680000000000001,0.0802,0.056400000000000006,Hisar,0.0,31.8,37.25,23.58,138.19
2019-05-26,0.162,0.123,0.09,Hisar,0.0,32.85,39.47,23.51,144.3
2019-06-02,0.12916666666666665,0.09499999999999999,0.064,Hisar,0.0,41.01,46.8,30.36,135.82
2019-06-09,0.15760000000000002,0.1106,0.089,Hisar,0.0,41.27,47.13,32.08,141.66
2019-06-16,0.13874999999999998,0.1025,0.07725,Hisar,20.01,36.31,38.3,30.04,91.63
2019-06-23,0.17099999999999999,0.12360000000000002,0.11400000000000002,Hisar,0.0,36.73,41.44,27.39,131.68
2019-06-30,0.16833333333333333,0.12766666666666668,0.09266666666666667,Hisar,0.0,40.44,44.86,31.31,122.68
2019-07-07,0.1945,0.14150000000000001,0.106,Hisar,5.47,38.23,40.05,31.02,108.77
2019-07-14,,,,Hisar,13.25,34.14,37.95,29.12,79.79
2019-07-21,,,,Hisar,1.25,33.52,37.69,27.01,122.46
2019-07-28,0.306,0.195,0.149,Hisar,16.02,30.56,34.08,26.12,100.01
2019-08-04,,,,Hisar,1.09,32.16,35.73,26.77,116.88
2019-08-11,0.5465,0.359,0.34950000000000003,Hisar,0.08,33.33,37.3,26.77,122.27
2019-08-18,0.189,0.108,0.049,Hisar,10.16,29.65,34.36,25.44,120.57
2019-08-25,0.6485,0.443,0.43025,Hisar,10.81,30.6,35.42,25.52,97.2
2019-09-01,0.546,0.3762,0.3724,Hisar,2.14,31.08,35.26,27.51,85.44
2019-09-08,0.538,0.371,0.3605,Hisar,0.0,31.94,36.8,26.14,98.81
2019-09-15,0.545,0.36775,0.3645,Hisar,0.0,32.83,37.97,25.78,95.86
2019-09-22,0.49766666666666665,0.3343333333333333,0.3136666666666667,Hisar,0.86,31.3,35.43,24.86,92.04
2019-09-29,0.513,0.2743333333333333,0.30533333333333335,Hisar,7.52,28.26,32.67,23.41,70.88
2019-10-06,0.4495,0.29775,0.28675,Hisar,0.0,25.7,31.36,20.36,79.07
2019-10-13,0.4774,0.317,0.2884,Hisar,0.0,28.3,35.53,20.33,82.42
2019-10-20,0.4023333333333334,0.2535,0.24366666666666667,Hisar,0.0,25.72,33.79,17.63,84.76
2019-10-27,0.316,0.20683333333333334,0.19733333333333333,Hisar,0.0,24.45,33.51,17.69,69.44
2019-11-03,,,,Hisar,0.4,24.62,31.79,18.82,41.77
2019-11-10,0.2555,0.164,0.163,Hisar,0.0,20.99,29.05,13.89,64.28
2019-11-17,0.21850000000000003,0.13949999999999999,0.139,Hisar,0.0,20.41,28.55,13.83,66.94
2019-11-24,0.219,0.138,0.13933333333333334,Hisar,0.0,20.59,27.26,14.18,56.09
2019-12-01,0.2385,0.152,0.153,Hisar,0.0,13.69,23.09,8.84,57.99
2019-12-08,0.2475,0.1615,0.165,Hisar,0.0,13.55,23.54,11.51,58.77
2019-12-15,0.205,0.12833333333333333,0.129,Hisar,0.0,11.99,18.9,7.21,35.48
2019-12-22,,,,Hisar,0.0,11.08,20.38,5.93,25.19
2019-12-29,,,,Hisar,0.0,6.23,16.49,1.77,29.35
2020-01-05,0.31633333333333336,0.18300000000000002,0.19566666666666666,Hisar,0.0,11.98,20.14,6.92,34.03
2020-01-12,0.4255,0.265,0.2945,Hisar,0.0,11.05,20.78,5.41,55.16
2020-01-19,,,,Hisar,0.0,9.52,17.94,5.03,28.66
2020-01-26,0.5383333333333334,0.33866666666666667,0.3646666666666667,Hisar,0.0,14.04,23.36,8.52,71.43
2020-02-02,0.34619999999999995,0.25060000000000004,0.2646,Hisar,0.0,10.37,20.2,5.14,65.92
2020-02-09,0.633,0.43333333333333335,0.43966666666666665,Hisar,0.0,11.94,22.67,7.62,71.55
2020-02-16,0.61825,0.42175,0.44975,Hisar,0.0,16.26,29.41,9.42,94.48
2020-02-23,0.60725,0.426,0.45525,Hisar,0.0,17.98,26.1,10.48,72.34
2020-03-01,0.5535,0.392,0.40549999999999997,Hisar,0.0,20.76,27.41,13.31,88.55
