Date,ndvi,savi,ndre,District Name,PRECTOTCORR,TS,T2M_MAX,T2M_MIN,ALLSKY_SFC_PAR_TOT
2022-10-02,0.6045,0.42525,0.37625,Kaithal,0.0,28.45,35.85,21.71,-999.0
2022-10-09,0.65725,0.44275,0.40075,Kaithal,14.07,24.19,29.94,19.94,-999.0
2022-10-16,0.4885,0.32875,0.29625,Kaithal,0.0,24.74,33.77,17.84,-999.0
2022-10-23,0.35824999999999996,0.23800000000000002,0.206,Kaithal,0.0,22.09,31.12,15.3,-999.0
2022-10-30,0.2675,0.17616666666666667,0.16166666666666665,Kaithal,0.0,20.9,31.59,14.83,-999.0
2022-11-06,0.13999999999999999,0.098,0.0672,Kaithal,0.07,22.33,28.96,17.21,-999.0
2022-11-13,0.15466666666666665,0.08933333333333333,0.08966666666666667,Kaithal,0.0,19.38,28.62,13.16,-999.0
2022-11-20,0.24420000000000003,0.1384,0.1612,Kaithal,-999.0,-999.0,-999.0,-999.0,-999.0
2022-11-27,0.33125,0.1845,0.2235,Kaithal,0.0,16.27,26.15,12.85,-999.0
2022-12-04,0.4295,0.24149999999999996,0.2628333333333333,Kaithal,0.0,15.55,25.83,12.05,-999.0
2018-12-16,0.4545,0.276,0.30525,Karnal,0.0,11.01,21.32,6.57,70.46
2018-12-23,0.4395,0.26549999999999996,0.27149999999999996,Karnal,0.0,8.51,19.71,4.76,49.34
2018-12-30,0.521,0.3303333333333333,0.3526666666666667,Karnal,0.0,7.46,18.82,6.33,56.38
2019-01-06,0.433,0.2826,0.26759999999999995,Karnal,1.24,10.58,15.79,8.96,46.75
2019-01-13,,,,Karnal,0.29,12.5,20.69,8.17,50.48
2019-01-20,,,,Karnal,0.0,14.18,22.95,12.73,55.47
2019-01-27,0.445,0.3405,0.3455,Karnal,0.17,8.95,17.57,4.2,67.52
2019-02-03,,,,Karnal,0.0,12.05,21.76,6.39,66.2
2019-02-10,0.68225,0.477,0.497,Karnal,0.0,11.51,19.91,5.8,74.18
2019-02-17,,,,Karnal,0.01,13.39,21.39,7.91,69.51
2019-02-24,0.5815,0.40299999999999997,0.40349999999999997,Karnal,0.0,14.94,23.72,9.69,96.88
2019-03-03,0.7275,0.52625,0.5395,Karnal,1.19,16.52,24.29,9.96,76.85
2019-03-10,0.72375,0.51825,0.54425,Karnal,0.0,17.51,26.3,9.71,107.62
2019-03-17,0.5476666666666666,0.38633333333333336,0.4266666666666667,Karnal,0.0,20.27,29.11,12.37,108.0
2019-03-24,0.6034999999999999,0.426,0.4375,Karnal,0.0,22.65,30.8,16.15,107.41
2019-03-31,0.647375,0.42125,0.454375,Karnal,0.0,25.94,35.23,18.36,126.69
2019-04-07,0.468,0.28525,0.299,Karnal,0.01,29.81,37.06,23.01,107.02
2019-04-14,0.29800000000000004,0.1895,0.17149999999999999,Karnal,0.0,31.01,38.72,22.39,127.72
2019-04-21,0.2625,0.168875,0.151625,Karnal,0.0,29.93,37.76,20.48,132.68
2019-04-28,0.17466666666666666,0.11466666666666665,0.09333333333333334,Karnal,0.0,32.26,41.16,22.85,140.82
2019-05-05,0.18475,0.132375,0.10775,Karnal,0.0,31.73,40.52,21.05,139.6
2019-05-12,0.17766666666666667,0.12566666666666668,0.09733333333333334,Karnal,0.01,34.51,40.55,24.34,127.2
2019-05-19,,,,Karnal,0.0,33.57,38.87,24.08,139.47
2019-05-26,0.1678,0.11599999999999999,0.075,Karnal,0.0,35.05,41.22,23.5,146.63
2019-06-02,0.17075,0.11249999999999999,0.082,Karnal,0.17,40.37,46.17,29.73,135.07
2019-06-09,0.13585714285714284,0.09171428571428572,0.03985714285714286,Karnal,0.0,40.58,46.6,30.92,145.17
2019-06-16,0.13825,0.0955,0.07175,Karnal,1.41,38.81,41.49,30.9,91.99
2019-06-23,0.14450000000000002,0.0755,0.0515,Karnal,1.19,37.4,42.01,28.44,134.07
2019-06-30,0.0575,0.038000000000000006,-0.025750000000000002,Karnal,0.68,39.23,44.53,30.59,130.54
2019-07-07,,,,Karnal,12.08,35.69,39.15,28.15,125.64
2019-07-14,,,,Karnal,43.76,30.86,34.11,27.36,71.84
2019-07-21,,,,Karnal,1.2,32.15,35.9,26.67,118.27
2019-07-28,0.417,0.241,0.229,Karnal,2.92,29.35,33.31,25.36,101.48
2019-08-04,0.345,0.212,0.172,Karnal,6.82,29.86,33.29,26.26,117.06
2019-08-11,,,,Karnal,17.27,30.33,33.58,25.86,121.52
2019-08-18,0.608,0.427,0.449,Karnal,50.96,27.4,30.36,25.57,88.14
2019-08-25,0.57575,0.393,0.42175,Karnal,9.36,27.32,30.5,24.33,73.2
2019-09-01,0.5569999999999999,0.36575,0.38725,Karnal,4.59,28.04,31.2,26.3,87.2
2019-09-08,0.558,0.38175000000000003,0.3965,Karnal,0.06,28.7,32.73,25.3,108.95
2019-09-15,,,,Karnal,1.26,28.65,32.98,24.36,96.72
2019-09-22,0.66,0.437,0.4265,Karnal,7.84,27.55,31.28,23.4,99.22
2019-09-29,,,,Karnal,12.05,24.92,28.63,21.64,61.45
2019-10-06,0.4135,0.28674999999999995,0.255,Karnal,0.0,22.76,28.75,18.15,90.12
2019-10-13,0.4215,0.27075,0.227,Karnal,0.0,23.52,31.14,19.28,88.09
2019-10-20,0.2645,0.17025,0.1255,Karnal,0.0,22.32,31.04,16.64,85.78
2019-10-27,0.28975,0.18225,0.149375,Karnal,0.0,21.36,30.19,15.8,72.09
2019-11-03,0.14,0.098,0.08,Karnal,0.01,21.74,28.36,17.9,47.6
2019-11-10,0.08425,0.05975,0.0315,Karnal,0.0,19.47,27.51,14.07,65.25
2019-11-17,0.20033333333333334,0.11633333333333333,0.08466666666666667,Karnal,0.01,19.44,27.55,14.44,73.65
2019-11-24,,,,Karnal,0.0,19.9,27.33,14.57,57.65
2019-12-01,0.27125,0.15925,0.16299999999999998,Karnal,0.0,14.4,22.72,9.45,59.12
2019-12-08,0.273,0.177,0.162,Karnal,0.0,13.95,23.8,10.73,60.89
2019-12-15,0.23099999999999998,0.16249999999999998,0.14450000000000002,Karnal,0.0,13.16,19.73,8.77,56.41
2019-12-22,,,,Karnal,0.0,11.82,20.87,6.36,23.98
2019-12-29,,,,Karnal,0.0,6.88,17.23,2.41,48.31
2020-01-05,0.5178571428571429,0.33314285714285713,0.3395714285714285,Karnal,0.1,11.12,19.23,7.46,47.41
2020-01-12,0.6045,0.4085,0.4365,Karnal,0.0,10.43,20.05,6.31,55.73
2020-01-19,,,,Karnal,0.0,10.27,18.69,5.08,39.7
2020-01-26,,,,Karnal,0.0,12.57,21.36,8.36,65.29
2020-02-02,0.726,0.493,0.5327500000000001,Karnal,0.0,9.95,19.24,3.69,67.48
2020-02-09,0.64825,0.4715,0.48375,Karnal,0.0,11.15,21.35,4.9,75.01
2020-02-16,0.7175,0.5155000000000001,0.5315,Karnal,0.0,15.13,26.75,8.56,90.96
2020-02-23,,,,Karnal,3.54,17.24,25.12,12.12,71.17
2020-03-01,0.7535000000000001,0.54125,0.55125,Karnal,0.06,19.47,26.08,13.2,93.7
2020-03-08,0.619,0.445,0.45,Karnal,0.04,17.23,24.78,10.49,105.91
2020-03-15,0.730625,0.5101249999999999,0.51475,Karnal,0.33,16.94,23.49,11.08,101.99
2020-03-22,0.5913333333333334,0.40166666666666667,0.39366666666666666,Karnal,0.74,21.51,29.23,15.87,116.41
2020-03-29,0.54,0.345,0.307,Karnal,0.0,21.31,29.09,14.34,127.38
2020-04-05,0.45640000000000003,0.2892,0.2662,Karnal,0.0,23.53,31.29,16.33,115.8
2020-04-12,,,,Karnal,0.0,27.79,36.25,19.39,123.77
2020-04-19,0.27133333333333337,0.17666666666666667,0.145,Karnal,3.9,28.17,34.22,20.4,124.93
2020-04-26,0.229,0.1555,0.12625,Karnal,3.91,28.37,34.84,23.54,94.41
2020-05-03,0.162,0.10775,0.08675,Karnal,11.83,30.52,35.94,24.53,109.83
2020-05-10,0.21833333333333335,0.14066666666666666,0.11216666666666668,Karnal,1.31,32.37,39.08,25.02,62.23
2020-05-17,0.15975,0.108,0.078,Karnal,0.0,32.05,38.69,23.32,142.45
2020-05-24,0.18775,0.12575,0.10900000000000001,Karnal,0.04,36.88,44.06,27.8,141.64
2020-05-31,,,,Karnal,17.68,29.62,34.4,24.19,107.28
2020-06-07,0.17300000000000001,0.119,0.08666666666666667,Karnal,7.31,32.39,35.48,25.33,87.6
2020-06-14,0.14200000000000002,0.093875,0.061125,Karnal,1.6,36.86,41.25,28.67,124.41
2020-06-21,0.136,0.0905,0.03925,Karnal,3.31,36.24,39.29,29.61,131.28
2020-06-28,0.10533333333333333,0.07033333333333333,0.018333333333333333,Karnal,0.01,37.96,42.81,30.66,122.53
2020-07-05,0.20533333333333334,0.12966666666666668,0.076,Karnal,20.04,31.64,34.05,27.37,117.93
2020-07-12,,,,Karnal,27.27,31.9,34.2,27.7,75.25
2020-07-19,0.21050000000000002,0.12925,0.06775,Karnal,4.68,33.17,37.33,27.26,94.13
2020-07-26,0.264,0.15533333333333332,0.14133333333333334,Karnal,16.23,30.19,33.63,25.59,109.87
2020-08-02,0.5813333333333334,0.35133333333333333,0.38166666666666665,Karnal,2.57,29.72,34.09,26.19,121.91
2020-08-09,0.63,0.395,0.4355,Karnal,16.98,31.57,35.01,27.94,79.99
2020-08-16,,,,Karnal,2.15,29.8,33.14,25.56,106.05
2020-08-23,,,,Karnal,2.68,27.9,31.78,24.76,114.38
2020-08-30,,,,Karnal,3.12,27.37,30.84,24.91,107.16
2020-09-06,0.597,0.414,0.43,Karnal,2.4,27.83,31.4,24.83,103.04
2020-09-13,0.6765,0.46075,0.4475,Karnal,0.29,28.07,33.58,24.23,99.43
2020-09-20,0.5266666666666667,0.34766666666666673,0.3633333333333333,Karnal,0.01,28.08,34.06,23.03,103.34
2020-09-27,0.5758333333333333,0.37166666666666665,0.34600000000000003,Karnal,0.0,26.55,34.19,20.93,104.75
2020-10-04,0.516,0.32825,0.2995,Karnal,0.0,25.62,33.82,21.4,104.88
2020-10-11,0.397375,0.255125,0.23075,Karnal,0.0,26.13,35.43,20.2,100.76
2020-10-18,0.28975,0.1905,0.16975,Karnal,0.0,23.68,33.69,16.85,93.75
2020-10-25,0.2515,0.164,0.124,Karnal,0.0,21.65,32.23,17.2,73.41
2020-11-01,0.1295,0.084375,0.058124999999999996,Karnal,0.0,20.19,29.48,14.48,72.36
2020-11-08,0.1615,0.10125,0.096,Karnal,0.0,18.3,28.83,13.9,65.94
2020-11-15,0.13857142857142857,0.08471428571428571,0.07285714285714286,Karnal,8.13,20.44,28.32,15.44,52.33
2020-11-22,0.2285,0.13974999999999999,0.11674999999999999,Karnal,0.0,14.15,24.19,7.95,63.66
2020-11-29,,,,Karnal,0.0,15.19,24.46,10.12,64.31
2020-12-06,0.2175,0.14325,0.12737500000000002,Karnal,0.0,17.3,25.95,13.23,51.68
2020-12-13,0.3535,0.21150000000000002,0.192,Karnal,0.0,13.83,20.83,9.15,37.19
2020-12-20,0.3598333333333333,0.23550000000000001,0.24083333333333332,Karnal,0.0,12.82,23.85,6.06,59.8
2020-12-27,0.4266666666666667,0.25933333333333336,0.257,Karnal,1.65,13.13,22.0,9.82,44.18
2021-01-03,,,,Karnal,2.79,13.97,20.23,10.76,20.87
2021-01-10,0.466,0.29733333333333334,0.3036666666666667,Karnal,0.0,13.38,20.21,8.3,52.84
2021-01-17,0.012,0.014,0.007,Karnal,0.0,9.23,18.65,4.15,44.57
2021-01-24,0.5483333333333333,0.35833333333333334,0.37033333333333335,Karnal,0.03,11.62,20.29,6.74,33.49
2021-01-31,0.078,0.061,0.053,Karnal,0.0,12.42,23.39,5.98,72.58
2021-02-07,0.4123333333333334,0.284,0.305,Karnal,0.0,13.84,23.45,6.96,86.16
2021-02-14,0.6775,0.47725,0.48425,Karnal,0.0,17.01,26.29,14.37,63.38
2021-02-21,0.6376666666666667,0.442,0.4676666666666667,Karnal,0.0,17.9,27.94,10.73,82.8
2021-02-28,0.6757500000000001,0.46975,0.505125,Karnal,0.0,21.17,29.77,14.57,98.93
2021-03-07,0.67325,0.461,0.50725,Karnal,0.17,23.73,33.26,15.62,91.85
2021-03-14,0.5529999999999999,0.35450000000000004,0.3585,Karnal,0.0,24.16,32.18,16.5,103.99
2021-03-21,0.594125,0.392375,0.41175,Karnal,0.0,27.44,35.98,18.22,100.24
2021-03-28,0.5245,0.32999999999999996,0.352,Karnal,0.0,28.78,37.77,18.94,110.43
2021-04-04,0.367625,0.229625,0.217625,Karnal,0.0,26.47,37.6,16.27,125.75
2021-04-11,0.3134,0.209,0.176,Karnal,0.0,30.14,39.03,19.73,128.05
2021-04-18,0.199,0.135,0.117,Karnal,0.1,30.38,36.62,21.44,126.46
2021-04-25,0.23159999999999997,0.1754,0.137,Karnal,0.04,27.77,37.83,16.96,144.17
2021-05-02,0.18725,0.1335,0.083,Karnal,1.43,34.65,40.39,26.4,91.34
2021-05-09,0.16655555555555557,0.11422222222222222,0.07755555555555554,Karnal,0.37,33.79,39.15,24.04,118.38
2021-05-16,0.15075,0.09825,0.079,Karnal,0.0,34.04,40.23,23.32,136.53
2021-05-23,,,,Karnal,0.33,31.84,37.91,22.34,96.26
2021-05-30,0.14775,0.10124999999999999,0.07525,Karnal,4.91,33.77,38.23,25.77,128.7
2021-06-06,0.09199999999999998,0.06566666666666666,0.037333333333333336,Karnal,0.61,35.36,39.77,26.06,126.55
2021-06-13,0.12685714285714286,0.08842857142857143,0.048999999999999995,Karnal,0.79,34.82,38.48,26.23,78.17
2021-06-20,,,,Karnal,2.77,33.94,38.42,24.88,127.93
2021-06-27,0.08574999999999999,0.0565,0.002000000000000001,Karnal,0.02,35.48,40.28,27.17,124.06
2021-07-04,0.12475,0.0775,0.018999999999999996,Karnal,7.22,35.19,38.75,28.44,125.59
2021-07-11,0.16642857142857143,0.0992857142857143,0.017857142857142856,Karnal,4.84,35.83,39.54,28.94,107.55
2021-07-18,,,,Karnal,24.5,31.85,36.4,27.53,78.05
2021-07-25,,,,Karnal,1.51,31.37,35.15,27.59,115.61
2021-08-01,,,,Karnal,9.09,29.51,32.39,26.58,74.1
2021-08-08,0.636,0.44,0.459,Karnal,9.99,29.01,32.25,26.18,79.05
2021-08-15,0.569,0.3933333333333333,0.4086666666666667,Karnal,0.38,29.31,33.89,25.74,121.18
2021-08-22,0.6165,0.42075,0.4475,Karnal,8.48,28.03,31.34,24.65,72.31
2021-08-29,0.704,0.503,0.5175000000000001,Karnal,5.08,28.12,32.37,23.8,99.84
2021-09-05,,,,Karnal,0.11,27.69,31.19,23.37,99.62
2021-09-12,0.403,0.294,0.304,Karnal,28.61,27.2,30.93,23.6,84.28
2021-09-19,0.31525000000000003,0.2105,0.192,Karnal,2.41,27.83,31.61,23.49,115.71
2021-09-26,0.46875,0.30775,0.304,Karnal,0.23,27.32,31.29,23.58,105.17
2021-10-03,0.301,0.215,0.203,Karnal,0.0,26.68,31.64,23.09,95.09
2021-10-10,0.3955,0.2485,0.2505,Karnal,0.0,25.14,33.04,20.99,96.41
2021-10-17,0.37925,0.241125,0.20825,Karnal,5.08,22.26,26.05,20.46,37.19
2021-10-24,0.2355,0.15275,0.1355,Karnal,13.99,20.8,26.05,17.85,59.34
2021-10-31,0.21925,0.144625,0.1225,Karnal,0.0,18.28,27.44,13.45,78.88
2021-11-07,0.1745,0.118,0.10600000000000001,Karnal,0.0,17.59,27.38,13.6,68.62
2021-11-14,0.1795,0.11349999999999999,0.11524999999999999,Karnal,0.0,15.73,25.92,12.08,69.9
2021-11-21,0.168125,0.106875,0.09775,Karnal,0.0,15.5,26.17,12.01,69.66
2021-11-28,0.15375,0.09825,0.08700000000000001,Karnal,0.0,14.23,24.91,10.03,54.63
2021-12-05,0.2851666666666666,0.17600000000000002,0.15933333333333333,Karnal,0.04,16.27,23.77,11.91,50.52
2021-12-12,0.36425,0.222,0.22075,Karnal,0.0,11.86,20.0,8.08,58.95
2021-12-19,0.34875,0.223,0.22725,Karnal,0.0,7.8,18.15,1.98,59.41
2021-12-26,0.352,0.22314285714285714,0.221,Karnal,0.31,11.33,17.11,9.54,19.45
2022-01-02,,,,Karnal,0.0,11.33,20.31,7.74,55.81
2022-01-09,,,,Karnal,29.34,13.94,17.87,11.05,18.42
2022-01-16,,,,Karnal,0.0,9.84,17.31,4.98,33.94
2022-01-23,,,,Karnal,21.52,10.36,14.21,8.65,26.48
2022-01-30,0.594,0.40199999999999997,0.4086666666666667,Karnal,0.0,11.56,20.75,7.01,73.59
2022-02-06,,,,Karnal,0.0,10.49,19.54,6.48,75.08
2022-02-13,0.572125,0.38987499999999997,0.40249999999999997,Karnal,0.0,11.83,22.09,8.37,86.46
2022-02-20,0.6034999999999999,0.3995,0.431,Karnal,0.0,13.8,22.63,8.01,91.46
2022-02-27,,,,Karnal,0.01,15.81,23.87,9.92,99.15
2022-03-06,0.6472222222222223,0.42288888888888887,0.4656666666666667,Karnal,0.0,19.05,26.26,14.88,-999.0
2022-03-13,0.6976666666666667,0.45199999999999996,0.49866666666666665,Karnal,0.0,24.07,34.21,17.32,-999.0
2022-03-20,0.522125,0.31425000000000003,0.33625,Karnal,0.0,28.31,37.84,19.65,-999.0
2022-03-27,0.46275,0.26749999999999996,0.296,Karnal,0.0,26.94,38.62,17.34,-999.0
2022-04-03,0.3735,0.22,0.22974999999999998,Karnal,0.0,29.69,40.01,19.98,-999.0
2022-04-10,0.2498888888888889,0.1551111111111111,0.156,Karnal,0.0,33.16,42.57,23.16,-999.0
2022-04-17,0.21175,0.1485,0.1135,Karnal,0.0,33.76,41.05,21.91,-999.0
2022-04-24,0.179375,0.131,0.09825,Karnal,0.0,33.3,40.9,23.57,-999.0
2022-05-01,0.17025,0.12175,0.08775,Karnal,0.0,36.86,42.5,30.3,-999.0
2022-05-08,0.18400000000000002,0.12666666666666668,0.09100000000000001,Karnal,0.0,36.59,42.11,25.83,-999.0
2022-05-15,0.186125,0.127875,0.0945,Karnal,0.0,38.65,46.48,27.14,-999.0
2022-05-22,0.18275,0.12775,0.10775,Karnal,0.0,36.56,41.31,25.71,-999.0
2022-05-29,0.1794,0.11979999999999999,0.0738,Karnal,0.0,39.35,43.05,29.66,-999.0
2022-06-05,0.21925,0.16625,0.138,Karnal,0.0,39.85,46.01,29.93,-999.0
2022-06-12,0.219,0.1675,0.1295,Karnal,0.0,40.92,45.46,30.92,-999.0
2022-06-19,0.19325,0.1465,0.11,Karnal,0.02,37.35,39.96,27.12,-999.0
2022-06-26,0.33325,0.23625000000000002,0.17975,Karnal,0.0,38.69,42.48,29.01,-999.0
2022-07-03,,,,Karnal,13.83,32.99,36.31,26.9,-999.0
2022-07-10,,,,Karnal,54.54,28.73,30.17,26.79,-999.0
2022-07-17,,,,Karnal,0.92,34.73,37.76,28.56,-999.0
2022-07-24,0.2333333333333333,0.12166666666666666,0.06833333333333334,Karnal,0.21,33.7,38.05,27.59,-999.0
2022-07-31,,,,Karnal,7.13,30.02,33.44,24.96,-999.0
2022-08-07,,,,Karnal,3.79,29.53,32.83,26.05,-999.0
2022-08-14,0.6114999999999999,0.35250000000000004,0.40125,Karnal,0.15,31.0,35.62,26.24,-999.0
2022-08-21,0.728,0.497,0.529,Karnal,0.0,32.04,37.42,25.96,-999.0
2022-08-28,,,,Karnal,0.48,31.83,36.26,26.01,-999.0
2022-09-04,0.677,0.454,0.492,Karnal,0.0,32.78,37.88,25.6,-999.0
2022-09-11,0.6625714285714286,0.43185714285714283,0.4668571428571428,Karnal,1.36,32.77,36.92,26.23,-999.0
2022-09-18,,,,Karnal,0.03,31.55,37.67,23.29,-999.0
2022-09-25,0.471,0.342,0.272,Karnal,13.11,27.6,31.56,24.38,-999.0
2022-10-02,0.533,0.344,0.3255,Karnal,0.03,27.71,34.98,21.4,-999.0
2022-10-09,0.5943333333333333,0.3806666666666667,0.351,Karnal,46.55,22.78,27.27,20.31,-999.0
2022-10-16,0.34225,0.2215,0.196,Karnal,0.0,23.8,32.4,18.3,-999.0
2022-10-23,0.25925,0.15875,0.139,Karnal,0.0,21.44,30.12,14.76,-999.0
2022-10-30,0.2545,0.1605,0.1375,Karnal,0.0,20.06,30.4,14.67,-999.0
2022-11-06,0.15787500000000002,0.10187500000000001,0.07575,Karnal,0.03,21.44,27.69,16.93,-999.0
2022-11-13,0.11699999999999999,0.0775,0.045,Karnal,0.0,18.75,28.24,12.82,-999.0
2022-11-20,0.20483333333333334,0.12666666666666668,0.11383333333333334,Karnal,-999.0,-999.0,-999.0,-999.0,-999.0
2022-11-27,0.22599999999999998,0.13624999999999998,0.1385,Karnal,0.0,16.07,25.94,13.7,-999.0
2022-12-04,0.259,0.15475,0.15275,Karnal,0.0,15.31,25.58,11.9,-999.0
2018-12-16,0.5389999999999999,0.321,0.36,Kurukshetra,0.0,10.96,21.38,4.94,72.24
2018-12-23,0.442,0.276,0.30300000000000005,Kurukshetra,0.0,8.47,19.69,3.98,60.96
2018-12-30,0.34099999999999997,0.2375,0.252,Kurukshetra,0.0,7.93,19.37,6.35,59.74
2019-01-06,0.5475,0.33799999999999997,0.3705,Kurukshetra,1.91,10.79,15.96,8.77,33.16
2019-01-13,,,,Kurukshetra,0.23,12.4,20.44,8.15,61.05
2019-01-20,,,,Kurukshetra,0.01,14.33,23.61,11.44,43.99
2019-01-27,0.478,0.331,0.357,Kurukshetra,0.0,9.08,17.77,4.34,64.59
2019-02-03,,,,Kurukshetra,0.0,11.74,21.69,4.87,72.7
2019-02-10,0.645,0.43,0.4575,Kurukshetra,0.0,11.6,19.87,5.6,69.6
2019-02-17,,,,Kurukshetra,0.0,13.51,22.07,7.25,56.4
2019-02-24,,,,Kurukshetra,0.0,14.93,23.98,8.7,89.66
2019-03-03,0.6945,0.492,0.504,Kurukshetra,1.1,16.61,24.34,9.31,90.38
2019-03-10,0.6819999999999999,0.482,0.517,Kurukshetra,0.0,17.78,26.54,9.59,116.22
2019-03-17,0.646,0.4525,0.474,Kurukshetra,0.0,19.94,29.08,10.96,108.08
2019-03-24,0.678,0.453,0.486,Kurukshetra,0.0,22.54,30.65,15.04,89.3
2019-03-31,0.61475,0.39025,0.42625,Kurukshetra,0.0,26.14,35.55,17.69,131.31
2019-04-07,0.4025,0.23249999999999998,0.249,Kurukshetra,0.0,30.78,38.03,23.53,121.93
2019-04-14,,,,Kurukshetra,0.0,31.78,39.03,22.86,122.63
2019-04-21,0.31975,0.197,0.19175,Kurukshetra,0.0,30.15,38.12,20.45,139.16
2019-04-28,0.2175,0.14350000000000002,0.1325,Kurukshetra,0.0,32.79,41.48,22.8,148.18
2019-05-05,0.22625,0.16175,0.163,Kurukshetra,0.0,32.5,41.32,21.26,147.98
2019-05-12,0.213,0.153,0.127,Kurukshetra,0.02,34.7,40.52,23.58,140.83
2019-05-19,,,,Kurukshetra,0.0,33.44,38.67,24.26,150.95
2019-05-26,0.20800000000000002,0.135,0.10650000000000001,Kurukshetra,0.0,34.83,40.94,23.69,158.25
2019-06-02,0.2205,0.137,0.129,Kurukshetra,0.08,41.0,46.7,30.08,147.88
2019-06-09,0.20033333333333334,0.132,0.118,Kurukshetra,0.0,41.11,47.04,31.3,155.63
2019-06-16,0.214,0.1445,0.14850000000000002,Kurukshetra,6.34,37.99,40.41,31.03,111.82
2019-06-23,0.175,0.1145,0.1255,Kurukshetra,0.13,37.75,42.25,28.01,149.07
2019-06-30,0.168,0.1065,0.0615,Kurukshetra,0.01,39.36,44.69,30.45,130.09
2019-07-07,,,,Kurukshetra,9.71,36.33,38.95,29.9,134.74
2019-07-14,,,,Kurukshetra,44.82,31.37,34.75,27.84,38.01
2019-07-21,,,,Kurukshetra,0.47,31.97,35.91,26.36,124.02
2019-07-28,0.343,0.22,0.205,Kurukshetra,5.98,29.66,33.37,25.39,120.8
2019-08-04,,,,Kurukshetra,1.9,31.05,34.79,26.65,133.92
2019-08-11,,,,Kurukshetra,3.01,31.73,35.19,26.33,121.18
2019-08-18,,,,Kurukshetra,46.2,28.24,31.83,25.66,82.06
2019-08-25,0.4275,0.277,0.313,Kurukshetra,9.54,28.3,32.28,24.49,79.45
2019-09-01,0.49050000000000005,0.3265,0.357,Kurukshetra,3.16,28.51,31.37,26.28,75.74
2019-09-08,0.45999999999999996,0.31399999999999995,0.35150000000000003,Kurukshetra,0.0,29.0,32.77,25.92,109.12
2019-09-15,,,,Kurukshetra,0.3,29.5,33.78,24.47,105.09
2019-09-22,0.521,0.369,0.356,Kurukshetra,3.67,28.5,32.4,23.51,94.19
2019-09-29,,,,Kurukshetra,11.64,25.81,29.67,22.4,47.8
2019-10-06,0.34099999999999997,0.2445,0.226,Kurukshetra,0.0,23.59,28.9,18.76,87.7
2019-10-13,0.42200000000000004,0.262,0.27,Kurukshetra,0.0,24.97,32.37,20.37,100.94
2019-10-20,0.244,0.1495,0.14700000000000002,Kurukshetra,0.0,23.37,31.57,17.04,93.02
2019-10-27,0.29400000000000004,0.18,0.19574999999999998,Kurukshetra,0.0,22.12,31.0,15.97,91.8
2019-11-03,0.145,0.099,0.103,Kurukshetra,0.03,22.05,28.26,17.57,66.67
2019-11-10,0.191,0.122,0.134,Kurukshetra,0.0,19.45,27.77,12.76,82.47
2019-11-17,0.261,0.15,0.192,Kurukshetra,0.01,19.17,27.67,13.24,80.08
2019-11-24,,,,Kurukshetra,0.0,19.83,27.19,13.89,76.13
2019-12-01,0.345,0.2065,0.22899999999999998,Kurukshetra,0.0,14.02,22.69,8.81,71.62
2019-12-08,0.42,0.245,0.248,Kurukshetra,0.0,13.71,23.48,10.83,68.72
2019-12-15,0.246,0.157,0.145,Kurukshetra,0.0,12.58,18.94,7.55,67.14
2019-12-22,,,,Kurukshetra,0.0,10.98,19.68,5.5,35.05
2019-12-29,,,,Kurukshetra,0.0,6.21,16.52,1.23,33.79
2020-01-05,0.54225,0.3495,0.374,Kurukshetra,0.14,10.98,18.82,7.5,52.96
2020-01-12,0.5575,0.3625,0.4075,Kurukshetra,0.0,10.73,20.58,5.84,51.99
2020-01-19,,,,Kurukshetra,0.0,9.91,17.83,4.11,65.12
2020-01-26,,,,Kurukshetra,0.0,12.99,21.8,9.33,69.62
2020-02-02,0.6619999999999999,0.4305,0.47550000000000003,Kurukshetra,0.0,9.71,19.09,3.33,77.36
2020-02-09,0.6086666666666667,0.42566666666666664,0.448,Kurukshetra,0.0,11.08,21.45,4.58,83.86
2020-02-16,0.659,0.455,0.4565,Kurukshetra,0.0,14.99,27.3,8.27,94.38
2020-02-23,,,,Kurukshetra,0.55,17.51,25.58,10.94,82.64
2020-03-01,0.657,0.4575,0.476,Kurukshetra,0.02,19.65,26.15,12.82,95.55
2020-03-08,,,,Kurukshetra,0.01,16.98,24.92,9.84,113.61
2020-03-15,0.64175,0.436,0.44225,Kurukshetra,0.23,16.69,23.74,10.28,111.12
2020-03-22,0.332,0.249,0.242,Kurukshetra,0.0,21.94,29.73,15.82,120.37
2020-03-29,,,,Kurukshetra,0.0,21.67,29.56,13.81,131.45
2020-04-05,0.46299999999999997,0.297,0.28600000000000003,Kurukshetra,0.01,23.67,30.62,16.23,119.54
2020-04-12,,,,Kurukshetra,0.0,28.04,36.54,19.01,121.88
2020-04-19,0.267,0.183,0.17,Kurukshetra,2.59,28.15,34.5,19.75,129.47
2020-04-26,0.242,0.16799999999999998,0.1695,Kurukshetra,2.7,29.83,35.91,23.62,108.39
2020-05-03,0.2015,0.14250000000000002,0.1295,Kurukshetra,9.72,31.23,37.21,24.59,122.39
2020-05-10,0.1875,0.1315,0.1315,Kurukshetra,0.06,32.95,39.05,25.44,69.35
2020-05-17,0.1895,0.1335,0.1385,Kurukshetra,0.0,32.4,38.62,23.68,140.84
2020-05-24,0.1795,0.121,0.1185,Kurukshetra,0.06,37.52,44.36,27.59,151.65
